Condition_Order,Condition,Model_Order,Model,Model_Label,Configuration_Order,Configuration,Number_of_Predictors,CV_Accuracy_Mean,CV_Accuracy_SD,CV_Macro_Precision_Mean,CV_Macro_Precision_SD,CV_Macro_Recall_Mean,CV_Macro_Recall_SD,CV_Macro_F1_Mean,CV_Macro_F1_SD,CV_Train_Macro_F1_Mean,Number_of_Validation_Scores
0,Original imbalanced class distribution,5,NB,NB,2,ATTD & SN,28,0.8705547785547786,0.02979102836569746,0.8465857118812495,0.03925513810206482,0.8176514045334445,0.04745469463478617,0.8281774073268194,0.04295966132952055,0.8371360844864266,25
0,Original imbalanced class distribution,5,NB,NB,3,PBC & SN,28,0.8761118881118882,0.02892292963822194,0.8512502423800511,0.04028650053667883,0.8321360033375051,0.04478545792264899,0.8383411609077125,0.04033739758672683,0.8440017067385283,25
0,Original imbalanced class distribution,5,NB,NB,4,ATTD,24,0.8637948717948718,0.03433949975176172,0.8353650415262259,0.04394771956040332,0.8117567097761089,0.05137995729855598,0.8204477799501411,0.048007829980320514,0.8239667959919147,25
0,Original imbalanced class distribution,5,NB,NB,5,PBC,24,0.8662564102564103,0.029621621889602077,0.8364817522114756,0.03993116157174535,0.8195814212209706,0.0443125436093517,0.8257091887922877,0.041331023377425065,0.8295522987549404,25
0,Original imbalanced class distribution,5,NB,NB,6,SN,24,0.8465827505827507,0.0450837632023965,0.8151869690302456,0.06463667917759568,0.785268391044361,0.061210199402619625,0.7960581454758388,0.06101918110619313,0.8055980483411115,25
0,Original imbalanced class distribution,6,RF,RF,0,ATTD & PBC & SN,32,0.8816410256410256,0.03051959765253164,0.8662328115207367,0.04425451084570702,0.8313892365456822,0.04270137925553958,0.8431868306907444,0.03901811057025558,1.0,25
0,Original imbalanced class distribution,6,RF,RF,1,ATTD & PBC,28,0.8663403263403263,0.036537091537723436,0.8445246758527428,0.051856837994701116,0.8117608816576276,0.050604137086093993,0.8228116896908227,0.047445239588116604,1.0,25
0,Original imbalanced class distribution,6,RF,RF,2,ATTD & SN,28,0.8680932400932402,0.023720334696686076,0.8520208243168605,0.038380600005015024,0.8077011194548741,0.043188327256123,0.8218323805469882,0.035513041721051464,0.9961260753426255,25
0,Original imbalanced class distribution,6,RF,RF,3,PBC & SN,28,0.8681958041958042,0.028210874600047408,0.8500377089009534,0.04360053408509983,0.8093038172715894,0.040607574671856,0.823415913822101,0.037561347053863214,1.0,25
0,Original imbalanced class distribution,6,RF,RF,4,ATTD,24,0.8496876456876457,0.035787964949686286,0.8236506437238518,0.04747062282236704,0.7812025448477263,0.057655658587199295,0.7952085889834077,0.05379099311981641,0.9922172849228957,25
0,Original imbalanced class distribution,6,RF,RF,5,PBC,24,0.8583589743589743,0.03943917514254147,0.833411104972622,0.05424769452609926,0.802121054095397,0.05807192213315908,0.8115310201217657,0.05529791741452076,1.0,25
0,Original imbalanced class distribution,6,RF,RF,6,SN,24,0.8496876456876457,0.039054115870146025,0.8309309887284221,0.05840133279052881,0.7750288555138367,0.053404320776343196,0.7931565547185246,0.05397414648507907,0.9961260753426255,25
0,Original imbalanced class distribution,7,SVM,SVM,0,ATTD & PBC & SN,32,0.881006993006993,0.027721811725895152,0.8640634102690903,0.03957012912274778,0.8309548393825615,0.049715968684785054,0.8413689763668554,0.041461265197370784,0.9188697550058096,25
0,Original imbalanced class distribution,7,SVM,SVM,1,ATTD & PBC,28,0.874871794871795,0.03418168338272691,0.8585900250361358,0.0458204656739839,0.8170748157418996,0.054302838535931784,0.8311548892731031,0.04899641701796467,0.9104965519709002,25
0,Original imbalanced class distribution,7,SVM,SVM,2,ATTD & SN,28,0.8766993006993008,0.02885245948363203,0.8653203860902603,0.040317492324045884,0.8142820887220136,0.051304112381343685,0.831284982087432,0.0446544379558027,0.9127405985027056,25
